id_text;document;mdd_texte_mdd_text;mdd_texte_mhd_text
120;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.4.txt;2.25454545454545;1.49181818181818
121;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.47.txt;2.37009063444109;1.60171198388721
122;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.56.txt;2.49014336917563;1.59274193548387
123;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.66.txt;2.41954022988506;1.55224660397074
124;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.74.txt;2.52790014684288;1.59911894273128
125;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.81.txt;2.44111461619348;1.65930599369085
126;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.92.txt;2.48614609571788;1.60579345088161
127;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_3.08.txt;2.52132049518569;1.72971114167813
128;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_3.1.txt;2.51376146788991;1.67660550458716
129;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_3.17-(1).txt;2.33956651083723;1.53251168720782
130;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_3.17.txt;2.49164926931107;1.71746694502436
131;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_3.63.txt;2.57428914697637;1.70644773728474
132;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_4.74.txt;2.69106047326906;1.80170902716915
133;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_5.3.txt;2.59601328903655;1.93720930232558
134;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_5.85.txt;2.63817292006525;1.71647634584013
135;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_1.69.txt;2.67857142857143;1.34821428571429
136;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_1.9.txt;2.3639846743295;1.51724137931034
137;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_1.96.txt;2.09953703703704;1.32407407407407
138;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.02.txt;2.51680185399768;1.57358053302433
139;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.07.txt;2.20641562064156;1.39748953974895
140;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.15.txt;2.25523012552301;1.37238493723849
141;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.25.txt;2.27979924717691;1.4642409033877
142;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.32.txt;2.44444444444444;1.43381642512077
143;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.4.txt;2.45266507557677;1.6793953858393
144;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.52.txt;2.33982300884956;1.40088495575221
145;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.65.txt;2.67109375;1.57265625
146;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.92.txt;2.55073388640715;1.50287172941927
147;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_3.0.txt;2.54593329432417;1.60386190754827
148;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_3.23.txt;2.42110762800418;1.66144200626959
149;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.01.txt;4.36723163841808;1.31073446327684
150;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.11.txt;3.8625;1.4625
151;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.2.txt;3.20430107526882;1.55913978494624
152;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.24.txt;3.6;1.34545454545455
153;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.3.txt;4.85034013605442;1.33333333333333
154;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.38.txt;4.79691516709512;1.40616966580977
155;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.51.txt;3.51315789473684;1.525
156;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.62.txt;2.25220458553792;1.40388007054674
157;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.76.txt;2.17785234899329;1.41163310961969
158;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.85.txt;2.34863123993559;1.46054750402577
159;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.95.txt;2.21373200442968;1.52491694352159
160;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_2.08.txt;2.34785167745733;1.48969982342554
161;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_2.18.txt;2.4009324009324;1.61864801864802
162;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_2.26.txt;2.53237410071942;1.68764988009592
163;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_2.37.txt;2.48275862068966;1.67437304075235
164;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_2.45.txt;2.60933147632312;1.60863509749304
165;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_2.52.txt;2.45335176226676;1.57221838286109
166;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_2.6.txt;2.48291233283804;1.76077265973254
167;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_2.68.txt;2.56561264822134;1.69683794466403
168;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_2.79.txt;2.45328596802842;1.67921847246892
169;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_2.89.txt;2.79694189602446;1.91681957186544
170;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_2.97.txt;2.83138745587836;1.84713548737442
171;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_3.07.txt;2.72041302621128;1.73828435266084
172;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_3.25.txt;2.74650205761317;1.75390946502058
173;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_3.52.txt;2.78602794411178;2.00798403193613
174;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_3.77.txt;2.59282436378807;1.7526074259491
175;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_3.82.txt;2.68942307692308;1.82740384615385
176;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_4.15.txt;2.75322283609576;1.87960405156538
177;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_4.59.txt;2.7445853143159;1.88325409403064
178;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_4.84.txt;2.70029382957884;1.81635651322233
179;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_5.09.txt;2.64341372912801;1.88645640074212
180;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_5.43.txt;2.71648602395893;1.77609811751284
181;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_5.87.txt;2.84764498558154;1.80342838833707
182;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_6.45.txt;2.65233391439086;1.84001549486733
183;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_6.99.txt;2.69986918333022;1.8174173051766
184;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.02.txt;4.7032967032967;1.36813186813187
185;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.12.txt;3.84210526315789;1.24561403508772
186;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.19.txt;4.37535816618911;1.34957020057307
187;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.25.txt;3.35514018691589;1.29906542056075
188;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.33.txt;4.47222222222222;1.31944444444444
189;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.43.txt;5.38255033557047;1.31543624161074
