id_text;document;freq_texte_freq_text
141;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.14.txt;3130.2444792768647
142;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.23.txt;14436.684076722406
143;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.29.txt;11346.999211654953
144;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.38.txt;2548.2745951654324
145;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.47.txt;0
146;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.56.txt;7619.260444009678
147;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.62.txt;4101.128396325769
148;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.68.txt;4877.031096242717
149;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.78.txt;3464.471854974053
150;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.82.txt;8569.626716239218
151;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.86.txt;6946.944562911597
152;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.93.txt;7266.582086435089
153;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.96.txt;5987.765145407376
154;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.0.txt;5009.115461518437
155;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.05.txt;7541.454784831855
156;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.11.txt;8926.11291333152
157;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.16.txt;5734.141028249004
158;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.2.txt;6527.86201423286
159;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.24-(1).txt;7661.290179606396
160;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.24.txt;7580.172370365512
161;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.26.txt;7067.75251981802
162;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.29.txt;8166.200806938029
163;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.34.txt;5779.9133894624265
164;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.4.txt;7406.791993630885
165;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.48.txt;7040.647633132546
166;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.56.txt;10573.23929187079
167;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.64.txt;8766.693263438663
168;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.72.txt;10848.269697195783
169;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.79.txt;10396.868608452884
170;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.96.txt;10819.947581004315
171;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_3.05.txt;8345.871345955904
172;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_3.23.txt;9980.518128991745
173;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_3.41.txt;9788.500764211656
174;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_3.58.txt;10664.168397652797
175;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_3.81.txt;9201.88609882267
