l'os,1
jette,59
goûtez,1
-la,9
mangée,9
achète,13
hop!,1
pouvez,16
sucrés,1
partirez,1
parler,90
patte,61
rentrer,81
pouvais,19
âge,33
demi,78
moyenne,16
section,29
papillotes,1
stéphanie,9
montés,4
dure,13
craquotte,4
amènerai,1
seront,9
contentes,5
pourra,62
ra,5
francesca,2
martin,27
mises,9
guitare,47
fâchera,1
paulo,3
parfois,81
piquer,33
piquera,2
gratte,17
tenir,49
debout,69
cru,11
boum@o,32
badaboum@o,5
tranche,3
animés,20
préfère,79
mette,31
choisi,30
jouent,37
fanny,5
gentille,45
cas,31
pourrai,27
préparera,1
pouvait,37
gagné,190
laurent,4
disais,28
pizzas,8
vers,72
corde,23
sauter,84
laissée,3
poster?,1
devant,110
appuyer,42
montre,103
commander,9
taille,31
essaye,56
libellule,10
emporte,6
octave,8
grenouille,94
allés,20
abricot,10
serait,59
babar,112
raconté,6
exploratrice,1
page,181
déchirée,9
déchiré,26
lézard,13
chemise,10
poussin,42
caressais,1
vaches,46
poules,57
samuel,1
isabelle,16
réussi,26
fermer,91
alexia,1
devinette,5
premier,38
remettre,89
ketchup,7
ohlala@i,1
réfléchis,16
comp,1
langues,6
pendues,1
pendue,1
compliquée,1
agace,5
serai,43
bouchais,1
rond,192
étiquette,35
tatouage,2
nénés,2
marque,8
essayer,121
babybel,13
eh@i,2
tire-bouchon,1
prout@o,2
coupes,7
mangent,68
fromages,6
aiment,18
biscuits,4
-t',8
file,28
fenêtre,112
ourson,21
crié,9
devinettes,5
quatre,560
espagne,12
prince,75
ad,3
arrivé,51
première,43
celle-la,1
vacances,68
tuen,1
accroche,48
couronne,75
pleuvoir,2
secours,45
inquiétez,2
sauver,16
arriverai,2
découper,32
car,32
jeune,13
sympa,8
singe,117
houpla,1
ouhla,14
animals,4
heu,119
lève,29
charmant,9
attrapez,1
roi,92
ouf,25
loin,127
prisonnière,1
délivre,2
délivré,3
prison,36
délivrer,2
bats,3
battait,1
rentre,95
ramener,15
lâche-moi,1
cache,129
è,2
cachette,24
cachez,3
cacher,36
attaque,15
whou,2
caches,8
not,1
dé,32
ouvrez,5
carrote,1
essuyer,18
jumelles,19
range,120
feutre,19
dessiner,118
dernière,47
réussir,15
tordu,7
lèvres,25
sourire,23
oreille,68
lecoq,1
grosses,35
étoiles,32
yeux,254
boucle,22
boucles,16
s-,78
normal,59
construiras,1
adorais,4
chats,100
écrire,79
devoir,7
devoirs,23
pensé,13
ratés,1
maîtresse,116
laisser,42
assez,64
pense,278
ohla,1
espère,24
collées,4
chaus,1
lèvre,5
rentrera,1
restes,13
maïs,19
cuisinière,5
évitera,2
mensonges,1
rappelle,77
agaces,1
cause,28
appellait,5
marguerite,6
aurore,3
app,1
mur,74
croise,4
monstre,46
terrible,6
presque,84
fond,46
rammasser,1
sauveur,1
rangerai,2
fermes,20
pendant,74
installer,3
carresser,2
griffe,10
griffée,4
promets,4
mordu,15
mordue,9
accroches,3
appeller,1
bengo,1
couché,25
pleut,38
piqûre,15
coeur,113
retourne,31
gastro,2
piqûres,2
grippe,5
lève-toi,1
cache-cache,5
tasse,60
hum@i,11
bonnes,17
brûlantes,1
brûlée,1
sauf,107
guéri,12
aimerai,4
houla@i,2
courgette,7
croyais,32
courgettes,9
butinent,1
abeilles,30
recrache,3
pollen,3
enfin,131
e,27
mâche,1
devient,17
bah@i,8
aujourd'hui,87
couettes,11
croa@o,4
barbe-à-papa,2
hola@i,1
bague,17
personne,73
sorcière,86
ferait,10
combattre,6
balai,37
existe,76
pourrait,67
vraiment,86
amande,2
hem@i,2
pourrez,3
autoriser,1
thé,67
adulte,22
aurai,40
vendra,1
mettra,14
carton,52
sachet,1
jours,50
restais,2
au-dessus,13
baleine,50
arêtes,3
aurait,21
piou@o,5
renard,60
attraperas,1
fée,33
mouches,15
racler,1
délicieux,9
salé,8
croque,29
compote,53
aimerais,47
guirlande,10
bulles,59
nutella,15
grillé,3
éclatent,3
régler,6
endormie,4
tôt,13
ongle,9
sorc,1
soit,59
matthieu,7
faux,52
gratter,9
chaude,23
fondre,6
stop,28
traces,24
laisses,17
salir,11
courrait,1
attrappe,1
messieurs,23
disent,48
trempez,5
culotte,90
gipsy,20
gouttière,8
pluie,53
chassé,11
ayant,1
habite,55
habiter,10
adresse-de-chi,4
valérie,14
new-york,1
étudiants,2
rencontré,3
devenue,5
boue,29
devenir,11
comprend,16
météo,2
déjeuner,36
afficher,1
envers,93
coloriée,1
hop@o,15
cherche,72
magnéto,1
flèche,17
appuie,84
ramenés,1
bouzou@f,1
caprice,1
dodos,1
glaces,26
ouille@i,2
aïe@i,4
ouhlala@i,1
écris,44
stylo,31
recomm,1
histoire,163
brigands,4
?.,80
intéressera,2
brossée,1
brosser,13
enregistrer,10
toilette,6
ficelle,27
