fichier	dossier	loc	age	utt	token	FUT	CONJ	SUBJ	INF	prorel	conj	comme	PPRE	prep+inf	n+conj+det	n+adj	n+prep+n	cest+++que	cest+que	ya+++qu	ya+qu	v+inf	dit+qu	plus+qu	proobj
../tcof/chi-trans-metaok/jordan1_ton.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	109	1028	40;02.12	0	1	0	0	7	46	10	0	2	1	0	2	14	9	0	0	0	0	0	13	
../tcof/chi-trans-metaok/Joseph1_Cla_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	81	821	40;02.12	0	1	0	6	11	51	3	0	2	1	0	3	10	6	2	0	0	2	1	1	
../tcof/chi-trans-metaok/jules1_per.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	96	1024	19;	1	0	0	2	10	45	1	0	1	2	4	3	19	17	3	1	0	2	1	5	
../tcof/chi-trans-metaok/juliette1_sto.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	89	1147	20;	1	0	0	5	8	42	4	0	7	1	3	4	7	5	0	0	0	2	0	15	
../tcof/chi-trans-metaok/kelly1_ham.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	43	251	40;02.12	0	0	0	0	4	26	0	0	0	0	0	0	6	4	0	0	0	0	0	8	
../tcof/chi-trans-metaok/laura1_bah.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	99	938	40;02.12	0	1	0	11	14	90	4	0	2	1	1	1	13	10	2	1	0	2	0	5	
../tcof/chi-trans-metaok/laura1_can.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	36	731	40;02.12	2	0	0	19	5	41	3	0	2	0	0	2	13	9	1	0	0	0	1	10	
../tcof/chi-trans-metaok/laura1_llo.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	30	353	40;02.12	0	0	0	7	5	15	0	0	1	2	2	3	5	0	1	0	0	0	0	1	
../tcof/chi-trans-metaok/laureen1_gud.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	59	483	40;02.12	0	0	0	3	1	39	0	0	4	0	0	2	1	1	0	0	0	1	1	4	
../tcof/chi-trans-metaok/laurie1_jam.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	26	401	40;02.12	1	1	0	0	2	26	3	0	1	0	0	1	3	3	1	1	0	0	0	7	
../tcof/chi-trans-metaok/laurine1_car.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	173	2780	19;	6	3	0	16	25	182	27	0	16	2	14	26	45	29	2	1	0	3	1	26	
../tcof/chi-trans-metaok/laurine1_gil.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	94	935	40;02.12	7	1	0	2	13	87	0	0	2	1	0	2	11	5	1	1	0	1	0	14	
../tcof/chi-trans-metaok/laurine2_car.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	188	3139	19;	12	4	0	20	12	188	22	0	11	3	8	23	18	8	3	3	0	9	1	36	
../tcof/chi-trans-metaok/leo1_par.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	65	2395	20;	5	0	0	15	20	177	20	0	25	1	2	5	19	12	2	1	0	3	2	23	
../tcof/chi-trans-metaok/leo1_rom.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	148	2669	20;	6	6	0	11	20	136	6	4	21	4	11	10	20	12	4	0	0	4	0	24	
../tcof/chi-trans-metaok/leo1_roy.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	55	371	40;02.12	0	0	0	6	13	49	4	0	0	2	1	0	1	1	0	0	0	0	0	1	
../tcof/chi-trans-metaok/lilou1_hua.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	47	667	40;02.12	0	0	0	3	2	37	1	1	1	2	0	6	5	2	0	0	0	0	1	9	
../tcof/chi-trans-metaok/lisa1_rhe.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	59	465	40;02.12	3	0	0	0	1	20	4	0	3	0	1	0	1	0	0	0	0	0	0	8	
../tcof/chi-trans-metaok/loris1_peu.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	92	890	40;02.12	4	0	0	1	10	44	3	0	4	0	0	1	17	11	1	1	0	1	0	4	
../tcof/chi-trans-metaok/lorraine1_spo.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	78	1176	19;	2	1	0	8	13	91	3	0	9	2	3	7	9	9	1	0	0	1	0	10	
../tcof/chi-trans-metaok/lou1_tho.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	188	3597	20;	6	0	0	13	38	227	26	1	8	1	4	6	58	39	1	0	0	2	0	30	
../tcof/chi-trans-metaok/louis1_cas.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	78	639	40;02.12	0	0	0	5	12	75	3	0	2	2	0	0	6	1	0	0	0	1	0	10	
../tcof/chi-trans-metaok/louis1_lho.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	85	778	40;02.12	3	0	0	0	4	37	6	0	4	1	1	7	18	14	0	0	0	2	0	4	
../tcof/chi-trans-metaok/louis1_tro.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	188	3597	19;	6	0	0	13	38	227	26	1	8	1	4	6	58	39	1	0	0	2	0	30	
../tcof/chi-trans-metaok/louis1_utn.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	14	223	19;	0	0	0	1	4	12	0	0	3	0	0	1	4	2	3	2	0	0	0	1	
../tcof/chi-trans-metaok/louis2_utn.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	26	589	19;	0	0	0	2	18	28	1	0	7	0	0	5	13	2	1	0	0	0	1	3	
../tcof/chi-trans-metaok/louise1_geo.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	129	1096	24;	1	0	0	3	16	82	3	0	2	1	1	2	24	15	3	2	0	3	0	8	
../tcof/chi-trans-metaok/louise1_sch.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	89	773	40;02.12	0	3	0	0	11	66	8	0	3	0	2	2	4	0	1	0	0	1	0	4	
../tcof/chi-trans-metaok/luana1_alb.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	48	502	40;02.12	2	0	0	2	7	54	2	0	3	0	0	0	5	2	0	0	0	0	0	4	
../tcof/chi-trans-metaok/luca1_bar.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	199	3639	23;	5	11	0	64	25	173	5	2	13	3	12	32	26	22	5	4	0	8	2	21	
../tcof/chi-trans-metaok/lucie1_led.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	99	1334	40;02.12	4	2	0	7	10	90	3	0	2	2	6	1	12	6	1	0	0	3	0	19	
../tcof/chi-trans-metaok/lucie1_vic.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	150	3198	19;	13	0	0	34	34	91	11	2	11	2	13	10	32	16	1	0	0	1	5	26	
../tcof/chi-trans-metaok/lucile1_flo.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	114	784	40;02.12	3	0	0	4	7	34	4	0	0	0	1	5	15	13	0	0	0	2	0	12	
../tcof/chi-trans-metaok/maelle1_pap.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	69	3309	23;	5	2	0	23	16	205	9	0	17	2	6	17	17	7	0	0	0	1	2	31	
../tcof/chi-trans-metaok/manon1_ern.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	62	1303	19;	5	2	0	7	11	73	3	0	3	0	0	3	13	1	0	0	0	3	3	10	
../tcof/chi-trans-metaok/manon1_kho.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	58	1126	40;02.12	1	5	0	0	8	86	7	0	3	0	3	3	5	4	3	0	0	2	1	5	
../tcof/chi-trans-metaok/manon1_lag.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	30	444	40;02.12	0	2	0	3	3	28	1	0	2	0	1	1	3	2	1	1	0	0	1	3	
../tcof/chi-trans-metaok/manon1_rej.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	101	1610	29;	1	2	0	9	19	118	6	1	6	2	10	9	12	8	0	0	0	0	1	8	
../tcof/chi-trans-metaok/margaux1_gil.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	107	2405	19;	2	9	0	5	12	118	9	1	8	0	6	10	7	3	4	2	0	1	3	44	
../tcof/chi-trans-metaok/margot1_koe.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	13	147	40;02.12	0	0	0	0	0	9	1	0	2	1	2	0	0	0	0	0	0	0	0	0	
../tcof/chi-trans-metaok/marianne1_ste.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	175	1959	23;	0	0	0	1	21	99	16	0	5	0	2	2	52	48	4	2	0	4	0	22	
../tcof/chi-trans-metaok/marianne1_vat.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	39	357	40;02.12	0	0	0	0	4	35	0	0	2	0	0	4	3	2	0	0	0	0	0	0	
../tcof/chi-trans-metaok/marion1_gui.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	64	581	40;02.12	1	0	0	4	7	45	7	0	2	0	1	0	4	2	0	0	0	1	0	1	
../tcof/chi-trans-metaok/mathieu1_car.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	28	290	40;02.12	1	0	0	4	1	20	4	0	1	0	0	5	1	1	0	0	0	1	0	1	
../tcof/chi-trans-metaok/mathilde1_ham.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	42	418	40;02.12	0	0	0	0	2	24	1	0	1	0	2	1	2	0	1	1	0	0	0	3	
../tcof/chi-trans-metaok/mathilde1_ric.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	56	790	40;02.12	1	3	0	3	7	51	2	0	1	2	2	6	6	2	0	0	0	3	0	5	
../tcof/chi-trans-metaok/maurine1_her.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	91	1572	19;	1	0	0	8	16	119	9	0	9	1	3	3	5	2	3	1	0	2	1	9	
../tcof/chi-trans-metaok/melanie1_lem.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	34	185	40;02.12	0	1	0	1	2	9	0	1	2	0	0	0	4	3	0	0	0	0	0	0	
../tcof/chi-trans-metaok/morgane1_mar.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	61	1627	21;	12	7	0	10	9	96	19	1	12	13	8	10	8	3	0	0	0	2	2	17	
../tcof/chi-trans-metaok/moustapha1_abd.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	56	796	40;02.12	0	0	0	0	9	39	12	0	4	0	3	5	8	4	2	2	0	0	0	13	
../tcof/chi-trans-metaok/naomi1_sli.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	169	2047	20;	2	0	0	2	14	121	17	0	5	3	7	15	26	14	2	1	0	4	0	16	
../tcof/chi-trans-metaok/nathan1_mai.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	249	2822	20;	9	0	0	1	32	139	14	0	17	0	5	8	45	32	2	1	0	2	3	28	
../tcof/chi-trans-metaok/nolan1_rej.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	130	1244	29;	0	0	0	0	6	51	3	0	2	3	2	2	33	32	0	0	0	1	0	8	
../tcof/chi-trans-metaok/ophelie1_baq.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	104	3589	19;	0	3	0	18	18	201	21	1	15	3	4	41	22	13	3	0	0	4	0	25	
../tcof/chi-trans-metaok/oscar1_fri.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	86	582	40;02.12	0	0	0	0	3	28	0	0	7	1	0	0	6	4	0	0	0	0	1	1	
../tcof/chi-trans-metaok/pauline1_man.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	95	1049	40;02.12	2	1	0	9	19	54	9	1	8	1	2	5	13	4	1	0	0	0	0	12	
../tcof/chi-trans-metaok/raphael1_leg.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	118	1454	21;	0	0	0	7	17	77	8	0	2	3	4	8	23	16	0	0	0	0	0	12	
../tcof/chi-trans-metaok/remi1_did.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	217	2103	20;	2	2	0	16	17	79	6	0	6	1	4	10	20	13	4	1	0	3	2	22	
../tcof/chi-trans-metaok/robin1_lem.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	69	553	40;02.12	0	3	0	21	4	44	4	0	2	1	1	4	0	0	0	0	0	1	0	3	
../tcof/chi-trans-metaok/romy1_tha.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	11	485	40;02.12	0	0	0	1	3	35	0	0	2	0	1	3	1	1	2	0	0	0	0	3	
../tcof/chi-trans-metaok/rose1_rou.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	56	477	40;02.12	0	1	0	2	4	32	1	0	3	1	0	0	4	1	0	0	0	0	0	5	
../tcof/chi-trans-metaok/samuel1_len.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	18	199	40;02.12	0	0	0	0	0	5	0	0	0	0	0	0	5	3	0	0	0	0	0	1	
../tcof/chi-trans-metaok/sarah1_fra.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	35	499	40;02.12	0	0	0	0	10	24	0	0	1	2	0	0	11	7	1	1	0	0	0	3	
../tcof/chi-trans-metaok/sebastien1_bou.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	76	497	40;02.12	1	1	0	3	2	34	6	0	3	0	1	0	3	2	0	0	0	2	1	2	
../tcof/chi-trans-metaok/thibaud1_son.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	73	932	20;	0	1	0	2	5	74	2	0	3	0	2	6	15	13	2	1	0	1	0	6	
../tcof/chi-trans-metaok/thibault1_cor.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	51	423	40;02.12	0	0	0	0	5	19	0	0	1	0	0	1	4	1	0	0	0	0	0	9	
../tcof/chi-trans-metaok/thibault1_lev.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	48	364	40;02.12	0	1	0	1	3	12	0	0	2	0	2	2	8	8	0	0	0	1	0	2	
../tcof/chi-trans-metaok/thibaut1_der.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	152	2206	20;	3	4	0	15	45	135	5	3	11	2	5	29	34	22	3	1	0	14	3	22	
../tcof/chi-trans-metaok/thomas1_pel.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	84	754	40;02.12	0	1	0	7	11	42	6	0	1	0	1	4	3	2	0	0	0	2	0	1	
../tcof/chi-trans-metaok/tidiane1_ecc.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	95	621	40;02.12	0	2	0	0	1	51	4	0	3	0	1	2	4	3	1	0	0	5	1	3	
../tcof/chi-trans-metaok/valentin1_bit.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	205	2357	20;	3	0	0	8	28	164	5	0	8	3	7	7	18	12	5	3	0	5	2	30	
../tcof/chi-trans-metaok/valentin1_lan.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	23	202	40;02.12	3	0	0	3	2	17	0	0	1	0	0	2	3	1	0	0	0	0	0	0	
../tcof/chi-trans-metaok/valentine1_bah.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	39	383	40;02.12	0	0	0	1	6	43	0	0	4	2	0	0	3	1	0	0	0	1	0	1	
../tcof/chi-trans-metaok/victoire1_duc.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	227	2007	22;	0	0	0	2	14	81	4	0	8	1	4	9	84	80	3	3	0	1	0	5	
../tcof/chi-trans-metaok/walid1_mat.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	46	792	40;02.12	0	7	0	10	4	62	9	0	11	1	4	0	3	2	0	0	0	0	1	7	
../tcof/chi-trans-metaok/xaviere1_leg.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	103	890	40;02.12	0	0	0	8	6	88	0	0	4	2	1	2	5	3	1	0	0	0	1	5	
../tcof/chi-trans-metaok/yassine1_nic.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	112	2366	21;	0	3	0	5	29	124	21	0	12	1	9	12	16	5	3	0	0	4	1	13	
../tcof/chi-trans-metaok/youssef1_tor.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	75	512	40;02.12	1	0	0	0	9	36	4	0	0	0	4	2	6	2	0	0	0	1	0	2	
../tcof/chi-long-metaok/adrien1_bia.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	300	3;03.17	0	0	0	0	1	11	5	0	0	0	0	0	1	0	0	0	0	0	0	7	
../tcof/chi-long-metaok/adrien2_bia.tei_corpo2.cpn.cex 	 LONG 	 CHI 	6	275	3;05.30	0	0	0	0	0	13	0	0	1	0	1	1	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/adrien3_bia.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	518	3;08.11	0	0	0	0	1	77	0	0	0	0	0	0	1	0	0	0	0	5	0	2	
../tcof/chi-long-metaok/Akoub15_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 CHI 	7	402	6;	0	0	0	0	0	13	6	0	4	0	0	0	1	1	0	0	0	0	0	3	
../tcof/chi-long-metaok/Akoub16_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 CHI 	4	297	6;01.05	0	0	0	3	2	18	1	0	4	3	2	1	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/Alhem1_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	292	10;	0	0	0	0	0	12	1	0	4	0	0	4	0	0	0	0	0	1	0	3	
../tcof/chi-long-metaok/Alhem2_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	147	6;03.17	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/Alhem3_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	359	6;04.24	0	0	0	1	1	19	2	0	3	2	4	3	0	0	0	0	0	1	0	2	
../tcof/chi-long-metaok/Alhem4_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	100	6;04.24	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/Cassandra11_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	245	6;02.12	0	0	0	1	1	11	0	0	2	0	0	5	0	0	0	0	0	0	1	0	
../tcof/chi-long-metaok/Cassandra12_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	266	6;03.17	0	0	0	0	0	16	0	0	2	1	0	0	0	0	0	0	0	0	0	2	
../tcof/chi-long-metaok/celia10_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	325	5;	0	0	0	0	6	16	0	0	7	0	0	4	5	4	0	0	0	1	1	1	
../tcof/chi-long-metaok/celia11_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	133	5;01.05	0	0	0	0	0	8	0	0	2	0	0	2	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/celia12_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	7	295	5;01.05	0	0	0	1	1	15	1	0	2	0	2	1	2	1	1	0	0	1	1	2	
../tcof/chi-long-metaok/celia1_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	235	4;02.12	0	0	0	1	0	11	0	0	1	0	1	3	0	0	0	0	0	1	0	0	
../tcof/chi-long-metaok/celia1_gav.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	556	4;08.11	0	0	0	4	2	47	1	0	4	1	0	1	1	0	0	0	0	2	0	2	
../tcof/chi-long-metaok/celia2_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	7	215	4;03.17	0	0	0	0	0	8	0	0	1	0	0	4	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/celia2_gav.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	702	4;10.23	0	6	0	18	6	62	7	0	6	3	2	1	0	0	3	0	0	0	0	3	
../tcof/chi-long-metaok/celia3_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	152	4;04.24	0	0	0	0	1	7	0	0	0	0	1	3	2	1	0	0	0	0	0	0	
../tcof/chi-long-metaok/celia3_gav.tei_corpo2.cpn.cex 	 LONG 	 CHI 	14	470	4;01.09	0	0	0	2	2	34	0	0	2	1	1	4	1	0	0	0	0	1	0	0	
../tcof/chi-long-metaok/celia4_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	7	229	4;04.24	0	0	0	2	0	8	4	0	1	0	1	3	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/celia5_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	7	294	4;05.30	0	1	0	3	2	18	1	2	5	0	0	4	1	1	0	0	0	0	0	0	
../tcof/chi-long-metaok/celia6_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	5	334	4;07.05	0	0	0	0	2	18	1	1	3	0	0	3	1	1	0	0	0	2	0	2	
../tcof/chi-long-metaok/celia7_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	307	4;07.05	2	0	0	0	2	13	0	3	5	1	0	7	0	0	0	0	0	1	0	1	
../tcof/chi-long-metaok/celia8_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	10	409	4;08.11	0	0	0	1	1	32	1	0	2	2	1	2	1	1	0	0	0	0	0	2	
../tcof/chi-long-metaok/celia9_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	107	4;10.23	0	0	0	0	0	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/fanny1_cha.tei_corpo2.cpn.cex 	 LONG 	 CHI 	8	606	3;10.23	0	0	0	0	3	30	4	0	1	2	2	1	1	0	3	2	0	0	0	5	
../tcof/chi-long-metaok/fanny2_cha.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	488	4;01.05	0	1	0	8	0	21	6	0	4	0	0	3	1	0	0	0	0	0	1	4	
../tcof/chi-long-metaok/fanny3_cha.tei_corpo2.cpn.cex 	 LONG 	 CHI 	5	419	4;02.12	0	0	0	2	1	22	0	0	1	0	1	1	0	0	0	0	0	0	0	7	
../tcof/chi-long-metaok/Ferdinand3_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	279	6;01.05	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/Ferdinand4_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	282	6;02.12	0	0	0	0	0	6	0	0	1	0	0	2	0	0	0	0	0	1	0	1	
../tcof/chi-long-metaok/gaelle1_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	10	157	3;	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/gaelle2_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	6	261	3;01.06	0	0	0	2	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/gaelle3_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	294	3;03.17	0	0	0	0	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/gaelle4_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	250	3;04.23	0	0	0	0	0	6	1	0	0	0	0	3	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/gaelle5_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	213	3;04.23	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/gaelle6_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	188	3;04.23	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/garance1_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	217	3;07.05	1	0	0	2	0	15	0	0	3	0	0	1	0	0	0	0	0	1	0	0	
../tcof/chi-long-metaok/garance2_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	15	3;09.17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/garance3_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	162	3;01.06	0	0	0	5	2	13	0	0	1	1	0	3	0	0	1	0	0	0	2	1	
../tcof/chi-long-metaok/garance4_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	210	3;01.09	0	0	0	0	4	11	1	0	1	0	0	6	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/garance5_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	148	3;01.09	0	0	0	0	1	7	1	0	2	0	0	5	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/garance6_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	159	3;01.09	0	1	0	0	0	9	0	0	0	1	1	3	1	1	0	0	0	2	0	0	
../tcof/chi-long-metaok/hector1_aub.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	561	5;07.05	0	0	0	3	2	39	4	0	1	2	1	5	2	1	0	0	0	0	0	5	
../tcof/chi-long-metaok/hector2_aub.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	607	5;01.05	1	0	0	21	7	66	1	0	2	0	1	5	2	1	0	0	0	2	0	5	
../tcof/chi-long-metaok/hector3_aub.tei_corpo2.cpn.cex 	 LONG 	 CHI 	4	620	6;	0	5	0	36	3	43	1	0	2	3	1	6	2	0	0	0	0	2	0	6	
../tcof/chi-long-metaok/hugo1_bar.tei_corpo2.cpn.cex 	 LONG 	 CHI 	7	1328	3;08.11	1	0	0	5	9	128	6	0	5	0	0	3	0	0	1	0	0	1	0	7	
../tcof/chi-long-metaok/hugo1_gre.tei_corpo2.cpn.cex 	 LONG 	 CHI 	18	677	3;05.30	0	0	0	5	3	39	2	0	4	0	4	2	4	2	0	0	0	1	1	9	
../tcof/chi-long-metaok/hugo2_bar.tei_corpo2.cpn.cex 	 LONG 	 CHI 	19	2174	3;10.23	4	5	0	11	12	127	17	0	4	6	1	9	12	8	2	0	0	1	5	11	
../tcof/chi-long-metaok/hugo2_gre.tei_corpo2.cpn.cex 	 LONG 	 CHI 	18	592	3;09.17	0	0	0	1	3	55	3	0	3	0	0	0	6	4	1	0	0	1	0	5	
../tcof/chi-long-metaok/hugo3_bar.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	2001	4;01.05	9	2	0	18	16	179	13	1	4	6	2	12	9	2	6	2	0	1	1	8	
../tcof/chi-long-metaok/hugo3_gre.tei_corpo2.cpn.cex 	 LONG 	 CHI 	64	2897	3;01.06	5	1	0	20	19	304	6	0	7	9	7	8	23	15	1	0	0	3	0	15	
../tcof/chi-long-metaok/india1_bru.tei_corpo2.cpn.cex 	 LONG 	 CHI 	4	357	3;01.06	0	0	0	1	2	21	4	0	3	1	0	1	1	1	0	0	0	0	0	1	
../tcof/chi-long-metaok/india2_bru.tei_corpo2.cpn.cex 	 LONG 	 CHI 	12	292	3;03.17	2	0	0	1	0	22	1	0	3	0	0	3	0	0	0	0	0	0	0	3	
../tcof/chi-long-metaok/india3_bru.tei_corpo2.cpn.cex 	 LONG 	 CHI 	6	296	3;07.05	0	0	0	5	2	16	4	0	0	0	2	1	2	1	0	0	0	0	0	5	
../tcof/chi-long-metaok/lionel1_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	318	5;04.24	0	0	0	13	4	23	2	0	3	1	1	1	1	1	0	0	0	1	0	6	
../tcof/chi-long-metaok/lionel2_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	160	5;05.30	0	0	0	1	0	12	0	0	1	1	0	4	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/lionel3_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	239	5;05.30	0	1	0	0	1	30	0	0	0	1	1	7	1	0	0	0	0	0	0	0	
