fichier,corpus,loc,utt,token,age,annee,nbx,sumx,nbsx,sumsx,FUT,COND,SUBJ,IMPF,prorel,conj,comme,PPRE,prep+inf,n+conj+det,n+adj,n+prep+n,cest+++que,ya+++qu,v+inf,dit+qu,plus+qu,proobj,x
./conllu_clan/Enfants_Long_lucie_can_5.3-5.9_lucie7_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,415,63,5;07.22,5.58333,92,2.565217,2,7.000000,0,1,0,5,4,25,5,0,5,0,2,0,1,0,6,1,0,9,x
./conllu_clan/Enfants_Long_lucie_can_5.3-5.9_lucie8_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,386,55,5;09.10,5.75,99,2.434343,0,0,0,1,0,2,3,25,0,0,5,0,4,2,0,0,7,1,0,9,x
./conllu_clan/Enfants_Long_lucille_cha_5.0-5.6_lucille1_cha.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,619,141,5;00.14,5,352,2.735795,6,7.833333,0,0,0,10,12,31,6,0,9,1,1,1,4,0,6,2,0,11,x
./conllu_clan/Enfants_Long_lucille_cha_5.0-5.6_lucille2_cha.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,332,77,5;05.17,5.41667,237,2.497890,1,7.000000,1,0,0,2,0,23,2,0,3,2,0,2,0,0,3,1,0,8,x
./conllu_clan/Enfants_Long_lucille_cha_5.0-5.6_lucille3_cha.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,491,101,5;06.21,5.5,218,2.651376,6,7.000000,0,0,1,9,3,44,6,0,2,0,0,2,1,0,2,0,1,17,x
./conllu_clan/Enfants_Long_maelle_rou_5.6-5.11_maelle1_rou.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,439,105,5;06.18,5.5,181,2.414365,1,7.000000,2,0,0,4,2,38,0,0,3,0,0,1,3,0,2,0,0,11,x
./conllu_clan/Enfants_Long_maelle_rou_5.6-5.11_maelle2_rou.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,656,121,5;10.21,5.83333,248,2.467742,4,7.750000,1,0,0,7,3,61,4,0,4,4,0,5,1,0,6,0,0,18,x
./conllu_clan/Enfants_Long_maelle_rou_5.6-5.11_maelle3_rou.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,425,75,5;11.15,5.91667,150,2.560000,2,8.000000,0,1,0,15,5,35,0,0,2,1,0,0,1,0,0,1,0,23,x
./conllu_clan/Enfants_Long_marie_gue_4.10-5.0_marie1_gue.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,273,48,4;10.10,4.83333,112,2.741071,2,7.000000,0,0,0,7,3,19,5,0,0,0,0,0,0,0,0,0,0,13,x
./conllu_clan/Enfants_Long_marie_gue_4.10-5.0_marie2_gue.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,551,101,5;00.13,5,204,2.995098,5,7.200000,0,1,1,2,3,27,1,0,1,0,1,3,2,0,4,0,0,21,x
./conllu_clan/Enfants_Long_marie_gue_4.10-5.0_marie3_gue.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,502,110,5;02.15,5.16667,221,2.592760,2,7.500000,0,1,0,12,5,27,1,0,2,0,6,3,1,0,3,0,1,16,x
./conllu_clan/Enfants_Long_sarah_can_4.9-5.8_sarah10_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,373,49,5;04.14,5.33333,93,2.634409,3,7.000000,0,0,1,2,5,36,0,0,2,3,2,4,9,0,1,0,0,5,x
./conllu_clan/Enfants_Long_sarah_can_4.9-5.8_sarah11_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,269,36,5;07.13,5.58333,79,3.253165,2,7.500000,0,0,0,3,1,29,0,0,3,2,0,0,2,0,4,3,0,8,x
./conllu_clan/Enfants_Long_sarah_can_4.9-5.8_sarah12_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,250,39,5;08.11,5.66667,92,2.576087,1,9.000000,0,0,1,0,5,20,0,0,0,3,0,4,2,0,0,0,0,4,x
./conllu_clan/Enfants_Long_sarah_can_4.9-5.8_sarah1_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,126,23,4;09.16,4.75,64,3.187500,1,7.000000,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,3,x
./conllu_clan/Enfants_Long_sarah_can_4.9-5.8_sarah2_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,121,23,4;10.07,4.83333,63,2.873016,1,7.000000,1,0,0,1,3,7,0,0,2,0,1,0,0,0,0,0,0,6,x
./conllu_clan/Enfants_Long_sarah_can_4.9-5.8_sarah3_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,157,23,4;11.04,4.91667,58,2.931034,0,0,0,0,0,1,1,12,0,0,5,0,1,2,0,0,2,1,0,4,x
./conllu_clan/Enfants_Long_sarah_can_4.9-5.8_sarah4_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,173,30,4;11.24,4.91667,79,2.810127,0,0,0,0,0,1,2,8,0,0,2,0,2,2,2,0,3,2,0,4,x
./conllu_clan/Enfants_Long_sarah_can_4.9-5.8_sarah5_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,237,47,5;00.10,5,132,2.931818,2,7.000000,0,1,0,5,4,18,0,0,1,0,0,0,0,0,1,0,0,4,x
./conllu_clan/Enfants_Long_sarah_can_4.9-5.8_sarah6_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,345,49,5;01.01,5.08333,113,2.460177,1,7.000000,1,0,1,7,10,30,0,0,1,1,2,1,0,0,3,1,1,9,x
